image_name,area,centroid_x,centroid_y,eta20,eta02,eta11,eta30,eta03,eta21,eta12,h1,h2,h3,h4,h5,h6,h7,flusser_i8,h1_opencv,h2_opencv,h3_opencv,h4_opencv,h5_opencv,h6_opencv,h7_opencv
irregular_polygon,238170.0,33.11241970021413,31.904710920770878,0.00027273087525913606,0.00036968411291679284,-8.581649597636563e-06,-2.9883010105341684e-07,-8.452455221442252e-07,4.874311401937579e-07,2.5877612136459236e-07,0.0006424149881759289,9.69450913156854e-09,6.480701697372383e-12,1.2963545321950765e-13,8.526596823448431e-26,1.1765523586680882e-17,8.275489201834124e-26,2.474473724667957e-18,0.0006424149881759289,9.69450913156854e-09,6.480701697372381e-12,1.2963545321950765e-13,8.526596823448431e-26,1.1765523586680882e-17,8.275489201834123e-26
crescent,104550.0,27.348780487804877,35.146341463414636,0.0004894174660331479,0.0006844483211952525,0.00025129937060647137,8.60652534319649e-06,-1.0237931790158455e-05,4.001627281879061e-06,1.0017297774872254e-06,0.0011738657872284004,2.906425291340964e-07,5.261177235418909e-10,1.3121006038413072e-10,-3.433340296042478e-20,-7.065136554443495e-14,3.1107570346992808e-21,1.7399399406997137e-15,0.0011738657872284004,2.906425291340964e-07,5.261177235418908e-10,1.312100603841307e-10,-3.4333402960424756e-20,-7.065136554443494e-14,3.1107570346992785e-21
distorted_ellipse,131835.0,30.597678916827853,30.35009671179884,0.00031829126444836084,0.0003861228929803366,-4.638878193689958e-06,-4.5410453668776186e-07,-2.764461071369173e-06,1.743434935030817e-06,1.50534661382984e-06,0.0007044141574286975,4.68720659288352e-09,8.861861655936245e-11,2.1476042758400216e-12,-7.986301981091782e-24,1.5669165047497987e-17,-2.85307404968339e-23,-7.309724832711025e-17,0.0007044141574286975,4.687206592883513e-09,8.861861655936245e-11,2.1476042758400216e-12,-7.986301981091782e-24,1.5669165047497993e-17,-2.85307404968339e-23
flusser_ellipse_ref,131325.0,32.0,32.0,0.00045682263856621923,0.00021300449673695475,0.0,0.0,0.0,0.0,0.0,0.000669827135303174,5.944728628507533e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0006698271353031738,5.944728628507532e-08,0.0,0.0,0.0,0.0,0.0
flusser_ellipse_compressed,175950.0,32.0,28.80289855072464,0.0003327196873288278,0.0002980193994744763,0.0,0.0,-3.804522663921681e-07,4.3317852517094413e-07,0.0,0.0006307390868033041,1.204109977174854e-09,2.8223591489486203e-12,2.780058364806455e-15,-2.46256106802834e-28,-9.646882551068171e-20,0.0,-0.0,0.0006307390868033041,1.204109977174854e-09,2.822359148948622e-12,2.7800583648064494e-15,-2.4625610680283334e-28,-9.646882551068151e-20,0.0
flusser_ellipse_expanded,159885.0,34.751196172248804,32.0,0.0005414097383578065,0.00017999380435868503,0.0,3.7503742489472363e-07,0.0,0.0,-1.2704543238766246e-07,0.0007214035427164916,1.306214773484573e-07,5.717986979306122e-13,6.15000283476223e-14,1.1532794538784868e-26,2.222709018622836e-17,0.0,0.0,0.0007214035427164914,1.3062147734845723e-07,5.717986979306121e-13,6.150002834762225e-14,1.1532794538784853e-26,2.2227090186228332e-17,0.0
flusser_star_asym,102255.0,31.453865336658353,31.007481296758105,0.00036024057768463717,0.00042783310064064623,-1.2031960976000012e-05,3.934044419763181e-08,-1.5801269780610803e-06,5.329984653180598e-07,-6.41224262923198e-08,0.0007880736783252833,5.147821499270561e-09,1.0160507537896835e-11,1.0970922688359513e-12,3.662872094575834e-24,7.282329722323394e-17,-6.479458470443224e-27,1.4939413155908575e-17,0.0007880736783252833,5.147821499270561e-09,1.0160507537896835e-11,1.0970922688359513e-12,3.662872094575834e-24,7.282329722323394e-17,-6.479458470443224e-27
flusser_circle_deformed,112710.0,33.463800904977376,32.35067873303167,0.0003540885734156899,0.00028171936861910273,2.754257130738681e-05,4.456006939068444e-07,-3.7817747311578486e-07,4.2606535999028253e-07,-1.705729353802953e-07,0.0006358079420347926,8.271674739780322e-09,3.6600339725364715e-12,7.793351766944252e-14,3.5921427353639765e-26,6.759062926963963e-18,2.1025937976880498e-26,1.0670269997414896e-18,0.0006358079420347926,8.271674739780322e-09,3.66003397253647e-12,7.793351766944245e-14,3.5921427353639725e-26,6.759062926963958e-18,2.1025937976880452e-26
flusser_circle_chipped,110415.0,31.806004618937646,32.046189376443415,0.0003048692192659001,0.00032242573838781437,4.4735677067443575e-06,-5.274776083016856e-08,-1.218690704945231e-07,1.019092559825549e-07,1.4734933541618845e-07,0.0006272949576537145,3.8828259578544434e-10,4.2766190736478724e-13,9.347852109506458e-15,-5.887097338283058e-28,-1.8391541057101985e-19,5.244994548836977e-29,5.103018493535481e-21,0.0006272949576537146,3.8828259578544626e-10,4.276619073647872e-13,9.347852109506458e-15,-5.887097338283056e-28,-1.8391541057102026e-19,5.244994548837022e-29
flusser_circle_abnormal,79050.0,32.07096774193548,32.064516129032256,0.0003428797090317453,0.0002855158914292424,1.4306202491735502e-05,-7.271735101946448e-08,-5.432353913260667e-08,6.444868515531252e-08,5.952626762430121e-08,0.0006283956004609877,4.109277288871378e-09,1.2448998504970402e-13,2.765232631192682e-16,6.092606928449008e-31,-3.542324233669454e-21,1.5036839254187082e-30,8.684300485265769e-21,0.0006283956004609878,4.109277288871378e-09,1.2448998504970402e-13,2.765232631192677e-16,6.092606928448986e-31,-3.542324233669455e-21,1.5036839254187047e-30
flusser_triangle_ref,81345.0,31.96551724137931,36.59561128526646,0.00023610188076811153,0.00060090179992294,5.99317552717082e-07,1.2809373694494626e-08,-8.205335160132856e-06,3.2818475597359885e-06,1.1898572728018436e-08,0.0008370036806910515,1.3308041774148536e-07,3.258347145555697e-10,2.4241340633878122e-11,2.1542313891828362e-21,8.842502069259196e-15,-2.9702579121285534e-23,-5.890517227157459e-17,0.0008370036806910515,1.3308041774148536e-07,3.258347145555694e-10,2.4241340633878113e-11,2.154231389182834e-21,8.842502069259191e-15,-2.970257912128551e-23
flusser_triangle_asym,88995.0,32.64756446991404,36.616045845272204,0.00026000786013056175,0.0005464570912362993,1.9793573251144983e-05,3.75012306259786e-07,-7.100906382595644e-06,3.4247796910996246e-06,-2.4327040261761985e-07,0.0008064649513668611,8.362030416926202e-08,3.031197896499193e-10,1.3531263381104734e-11,8.539578258740476e-22,3.8277327018412525e-15,-1.47437090604181e-22,-4.058723233089116e-16,0.000806464951366861,8.362030416926195e-08,3.031197896499193e-10,1.3531263381104731e-11,8.539578258740474e-22,3.82773270184125e-15,-1.4743709060418095e-22
h5h6_rect_top1_spike,101235.0,31.123425692695214,31.269521410579344,0.0008568474588469162,0.00012948800721835943,2.5324358800590293e-05,1.3953472470528673e-06,-8.153815387723042e-08,-2.8475950722881047e-07,-3.9331461085373437e-07,0.0009863354660652756,5.316170644680388e-07,7.229251820781703e-12,1.13824338053994e-12,2.366944917066325e-24,5.955462265189842e-16,2.2491313071498274e-24,2.8900116523583475e-16,0.0009863354660652756,5.316170644680388e-07,7.229251820781705e-12,1.1382433805399403e-12,2.3669449170663273e-24,5.955462265189845e-16,2.249131307149829e-24
h5h6_rect_top2_spike,100725.0,31.235443037974683,31.30126582278481,0.0008475540633563215,0.0001288166958434541,1.822187315333475e-05,1.328069856558866e-06,-8.219615362960494e-08,-1.061185123495104e-08,-2.943630371392165e-07,0.0009763707591997756,5.179115501041915e-07,4.891760171687749e-12,1.0771631142816275e-12,2.3683689762406033e-24,7.548233889756213e-16,7.103556503094991e-25,8.826700814487316e-17,0.0009763707591997757,5.179115501041917e-07,4.891760171687749e-12,1.0771631142816275e-12,2.3683689762406037e-24,7.548233889756215e-16,7.103556503094992e-25
